page,Merek_Laptop,Nama_Laptop,Harga,Link_Produk
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ACER,"ACER Swift 7 SF713-51 [NX.GN2SN.001] 13.3"" FHD/Intel Core i7-7Y75/8GB/512GB SSD/Intel HD Graphics 615/WIN 10 Home - Gold",17801000,//www.jd.id/product/acer-swift-7-sf713-51-nx-gn2sn-001-13-3-fhd-intel-core-i7-7y75-8gb-512gb-ssd-intel-hd-graphics-615-win-10-home-gold_10238881/100514886.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER Travelmate P246-M NX.VAZSN.001 14""/i7-4712MQ/4GB/1TB/Nvidia Geforce 920M 2GB/Win7 Pro Notebook",10260000,//www.jd.id/product/acer-travelmate-p246-m-nx-vazsn-001-14-i7-4712mq-4gb-1tb-nvidia-geforce-920m-2gb-win7-pro-notebook_755428/10110622.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ACER,"ACER Travelmate P248-M UN.VBNSD.005/STK2 14""/i5-6200/4GB/500GB/Win10 Pro Notebook",7787000,//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,ACER,"ACER Z476 UN.CETSD.B01 14""/Intel Core i3-6006U/4GB/1TB/Intel HD Graphics 520/WIN 10 Home - Black",5699000,//www.jd.id/product/acer-z476-un-cetsd-b01-14-intel-core-i3-6006u-4gb-1tb-intel-hd-graphics-520-win-10-home-black_10472278/101046415.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER Z476 UN.CETSD.B02 14""/Intel Core i3-6006U/4GB/1TB/Intel HD Graphics 520/WIN 10 Home - Silver",5699000,//www.jd.id/product/acer-z476-un-cetsd-b02-14-intel-core-i3-6006u-4gb-1tb-intel-hd-graphics-520-win-10-home-silver_10472279/101046416.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,Alcatel,"Alcatel 12+ 11.6"" FHD Touch/Intel Celeron 3350/4GB/32GB+32GB eMMC/Integrated Graphics/WIN 10 Home - Black",4999000,//www.jd.id/product/alcatel-12-11-6-fhd-touch-intel-celeron-3350-4gb-32gb-32gb-emmc-integrated-graphics-win-10-home-black_10410765/100886603.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ALIENWARE,ALIENWARE 17 R4/17.3” QHD 120hz Gsync/i7-7700HQ/16GB Memory/NVIDIA GTX 1070 8GB/1TB HDD + 128GB SSD/WIN10,37999000,//www.jd.id/product/alienware-17-r4-17-3-qhd-120hz-gsync-i7-7700hq-16gb-memory-nvidia-gtx-1070-8gb-1tb-hdd-128gb-ssd-win10_50201091/500442325.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ALLDOCUBE,"ALLDOCUBE iwork10 Pro Win10+Android 5.1 intel Z8350 Tablet PC Laptop 10.1 inch IPS 1920*1200 Dual Cameras 4GB RAM 64GB ROM, black",3299000,//www.jd.id/product/alldocube-iwork10-pro-win10-android-5-1-intel-z8350-tablet-pc-laptop-10-1-inch-ips-1920-1200-dual-cameras-4gb-ram-64gb-rom-black_50165614/500374842.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ALLDOCUBE,ALLDOCUBE Knote/i1101 Windows10 tablet intel Apollolake N3450 2 in 1 Laptop 11.6 Inch IPS1920*1080 4G RAM 64G ROM  Touchscreen,4199000,//www.jd.id/product/alldocube-knote-i1101-windows10-tablet-intel-apollolake-n3450-2-in-1-laptop-11-6-inch-ips1920-1080-4g-ram-64g-rom-touchscreen_50168559/500378752.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,ALLDOCUBE,ALLDOCUBE Thinker 13.5'' 3K IPS Screen Notebook Windows 10 7th Gen Intel Core M3-7Y30 8GB+256GB Fingerprint Laptops Dual WiFi,9990000,//www.jd.id/product/alldocube-thinker-13-5-3k-ips-screen-notebook-windows-10-7th-gen-intel-core-m3-7y30-8gb-256gb-fingerprint-laptops-dual-wifi_50931824/501984029.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,Apollo,15.6inch  6 GB RAM 64GB SSD 320GB HDD Windows 10 system Apollo Lake Quad Core 1920*1080 FHD IPS laptop screen ultrabook notebook,4590000,//www.jd.id/product/15-6inch-6-gb-ram-64gb-ssd-320gb-hdd-windows-10-system-apollo-lake-quad-core-1920-1080-fhd-ips-laptop-screen-ultrabook-notebook_51056945/502311013.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook 2017 MNYL2 12 inch/1.3Ghz Dual i5/8GB/512GB/Intel HD Graphics 615 - Gold,17280000,//www.jd.id/product/apple-macbook-2017-mnyl2-12-inch-1-3ghz-dual-i5-8gb-512gb-intel-hd-graphics-615-gold_10591639/101312710.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,"APPLE Macbook 2017 MNYN2 12""/1.3Ghz Dual M5/8GB/512GB/Intel HD Graphics 615 - Rose Gold",19199000,//www.jd.id/product/apple-macbook-2017-mnyn2-12-1-3ghz-dual-m5-8gb-512gb-intel-hd-graphics-615-rose-gold_10340045/100714330.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,APPLE,"APPLE Macbook Air 2017 MQD32 13""/1.8Ghz i5/8GB/128GB/Intel HD Graphics 6000 - Silver",14300000,//www.jd.id/product/apple-macbook-air-2017-mqd32-13-1-8ghz-i5-8gb-128gb-intel-hd-graphics-6000-silver_10066759/100160039.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2017 MQD42 13 inch/1.8Ghz i5/8GB/256GB/Intel HD Graphics 6000 - Silver,16999000,//www.jd.id/product/apple-macbook-air-2017-mqd42-13-inch-1-8ghz-i5-8gb-256gb-intel-hd-graphics-6000-silver_50052310/500126696.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,APPLE,"APPLE Macbook Air 2017 MQD42 13""/1.8Ghz i5/8GB/256GB/Intel HD Graphics 6000 - Silver",16999000,//www.jd.id/product/apple-macbook-air-2017-mqd42-13-1-8ghz-i5-8gb-256gb-intel-hd-graphics-6000-silver_10339829/100714045.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE82 13 inch/1.6Ghz Dual Core i5/8GB/128GB/ Intel UHD Graphics 617 - Gray,17499000,//www.jd.id/product/apple-macbook-air-2018-mre82-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_50988158/502136170.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE82 13 inch/1.6Ghz Dual Core i5/8GB/128GB/ Intel UHD Graphics 617 - Gray,17499000,//www.jd.id/product/apple-macbook-air-2018-mre82-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_51165865/502618429.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE82 13 inch/1.6Ghz Dual Core i5/8GB/128GB/ Intel UHD Graphics 617 - Gray,17499000,//www.jd.id/product/apple-macbook-air-2018-mre82-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_51166558/502621398.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE82ID 13 inch/1.6Ghz Dual Core i5/8GB/128GB/ Intel UHD Graphics 617 - Gray,16919000,//www.jd.id/product/apple-macbook-air-2018-mre82id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_11393169/103424505.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE92 13 inch/1.6Ghz Dual Core i5/8GB/256GB/ Intel UHD Graphics 617 - Gray,20499000,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_50988161/502136173.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE92 13 inch/1.6Ghz Dual Core i5/8GB/256GB/ Intel UHD Graphics 617 - Gray,20499000,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166566/502621409.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE92 13 inch/1.6Ghz Dual Core i5/8GB/256GB/ Intel UHD Graphics 617 - Gray,20499000,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166546/502621298.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MRE92ID 13 inch/1.6Ghz Dual Core i5/8GB/256GB/ Intel UHD Graphics 617 - Gray,19619000,//www.jd.id/product/apple-macbook-air-2018-mre92id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_11393187/103424536.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,APPLE Macbook Air 2018 MREA2 13 inch/1.6Ghz Dual Core i5/8GB/128GB/ Intel UHD Graphics 617 - Silver,17499000,//www.jd.id/product/apple-macbook-air-2018-mrea2-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-silver_50988159/502136171.html
